Date,Views,Clicks,Conversions,CostPerAd,CTR,ConversionRate,CPC,Platform,CostPerConversion,Month
2024-12-17,3032,68,12,76,2.24,17.65,1.12,Facebook,6.33,December 2024
2024-12-17,1154,56,8,161,4.85,14.29,2.88,Facebook,20.12,December 2024
2024-12-18,1108,58,13,198,5.23,22.41,3.41,Facebook,15.23,December 2024
2024-12-18,1866,70,19,97,3.75,27.14,1.39,Facebook,5.11,December 2024
2024-12-20,1279,59,19,171,4.61,32.2,2.9,Facebook,9.0,December 2024
2024-12-20,1968,57,9,153,2.9,15.79,2.68,Facebook,17.0,December 2024
2021-12-22,5754,64,9,177,1.11,14.06,2.77,Adwords,19.67,December 2021
2021-12-24,4954,73,6,54,1.47,8.22,0.74,Adwords,9.0,December 2021
2021-12-25,4702,38,9,187,0.81,23.68,4.92,Adwords,20.78,December 2021
2021-12-25,3718,58,3,161,1.56,5.17,2.78,Adwords,53.67,December 2021
2021-12-26,5562,63,4,162,1.13,6.35,2.57,Adwords,40.5,December 2021
2021-12-27,5001,36,6,79,0.72,16.67,2.19,Adwords,13.17,December 2021
2021-12-30,4916,86,8,182,1.75,9.3,2.12,Adwords,22.75,December 2021
2021-12-30,3745,47,4,120,1.26,8.51,2.55,Adwords,30.0,December 2021
2022-01-02,3808,82,8,167,2.15,9.76,2.04,Adwords,20.88,January 2022
2022-01-03,5589,75,3,72,1.34,4.0,0.96,Adwords,24.0,January 2022
2022-01-04,4593,85,8,54,1.85,9.41,0.64,Adwords,6.75,January 2022
2022-01-08,5077,43,4,57,0.85,9.3,1.33,Adwords,14.25,January 2022
2022-01-08,4770,34,5,193,0.71,14.71,5.68,Adwords,38.6,January 2022
2022-01-09,4301,51,5,61,1.19,9.8,1.2,Adwords,12.2,January 2022
2022-01-10,4005,55,5,81,1.37,9.09,1.47,Adwords,16.2,January 2022
2022-01-11,4639,48,3,128,1.03,6.25,2.67,Adwords,42.67,January 2022
2022-01-12,5409,69,3,196,1.28,4.35,2.84,Adwords,65.33,January 2022
2022-01-17,4613,85,3,192,1.84,3.53,2.26,Adwords,64.0,January 2022
2022-01-20,4197,83,4,200,1.98,4.82,2.41,Adwords,50.0,January 2022
2022-01-21,5413,55,4,74,1.02,7.27,1.35,Adwords,18.5,January 2022
2022-01-22,3891,46,8,191,1.18,17.39,4.15,Adwords,23.88,January 2022
2022-01-23,3798,77,7,160,2.03,9.09,2.08,Adwords,22.86,January 2022
2022-01-24,5619,45,5,52,0.8,11.11,1.16,Adwords,10.4,January 2022
2022-01-25,4531,50,4,98,1.1,8.0,1.96,Adwords,24.5,January 2022
2022-01-26,3818,33,6,152,0.86,18.18,4.61,Adwords,25.33,January 2022
2022-01-27,5286,45,8,171,0.85,17.78,3.8,Adwords,21.38,January 2022
2022-01-27,4213,71,9,134,1.69,12.68,1.89,Adwords,14.89,January 2022
2022-01-27,4133,66,7,131,1.6,10.61,1.98,Adwords,18.71,January 2022
2022-01-28,4962,77,8,136,1.55,10.39,1.77,Adwords,17.0,January 2022
2022-01-29,4214,40,3,123,0.95,7.5,3.08,Adwords,41.0,January 2022
2022-02-01,5502,64,6,160,1.16,9.38,2.5,Adwords,26.67,February 2022
2022-02-06,4179,49,5,178,1.17,10.2,3.63,Adwords,35.6,February 2022
2022-02-07,3959,69,7,131,1.74,10.14,1.9,Adwords,18.71,February 2022
2022-02-07,4435,32,3,150,0.72,9.38,4.69,Adwords,50.0,February 2022
2022-02-09,5620,44,7,188,0.78,15.91,4.27,Adwords,26.86,February 2022
2022-02-09,3888,73,9,117,1.88,12.33,1.6,Adwords,13.0,February 2022
2022-02-09,4350,71,3,138,1.63,4.23,1.94,Adwords,46.0,February 2022
2022-02-12,4944,39,7,100,0.79,17.95,2.56,Adwords,14.29,February 2022
2022-02-13,3895,69,5,99,1.77,7.25,1.43,Adwords,19.8,February 2022
2022-02-13,4969,85,4,162,1.71,4.71,1.91,Adwords,40.5,February 2022
2022-02-14,4960,69,9,157,1.39,13.04,2.28,Adwords,17.44,February 2022
2022-02-15,3869,59,4,117,1.52,6.78,1.98,Adwords,29.25,February 2022
2022-02-16,5083,88,6,184,1.73,6.82,2.09,Adwords,30.67,February 2022
2022-02-17,5230,71,7,84,1.36,9.86,1.18,Adwords,12.0,February 2022
2022-02-18,4864,53,5,152,1.09,9.43,2.87,Adwords,30.4,February 2022
2022-02-18,4706,79,6,150,1.68,7.59,1.9,Adwords,25.0,February 2022
2022-02-20,4041,53,6,166,1.31,11.32,3.13,Adwords,27.67,February 2022
2022-02-22,4568,42,5,198,0.92,11.9,4.71,Adwords,39.6,February 2022
2022-02-24,5222,83,7,116,1.59,8.43,1.4,Adwords,16.57,February 2022
2022-02-24,4034,57,3,71,1.41,5.26,1.25,Adwords,23.67,February 2022
2022-02-25,5462,43,6,63,0.79,13.95,1.47,Adwords,10.5,February 2022
2022-02-25,5140,79,6,168,1.54,7.59,2.13,Adwords,28.0,February 2022
2022-03-01,5317,56,8,108,1.05,14.29,1.93,Adwords,13.5,March 2022
2022-03-01,4624,45,9,76,0.97,20.0,1.69,Adwords,8.44,March 2022
2022-03-02,5567,56,8,175,1.01,14.29,3.12,Adwords,21.88,March 2022
2022-03-02,4923,31,6,120,0.63,19.35,3.87,Adwords,20.0,March 2022
2022-03-03,5722,69,6,106,1.21,8.7,1.54,Adwords,17.67,March 2022
2022-03-04,4246,74,6,132,1.74,8.11,1.78,Adwords,22.0,March 2022
2022-03-10,4033,46,4,160,1.14,8.7,3.48,Adwords,40.0,March 2022
2022-03-10,5398,71,6,86,1.32,8.45,1.21,Adwords,14.33,March 2022
2022-03-11,4931,69,3,196,1.4,4.35,2.84,Adwords,65.33,March 2022
2022-03-12,4770,48,9,175,1.01,18.75,3.65,Adwords,19.44,March 2022
2022-03-13,4358,74,6,68,1.7,8.11,0.92,Adwords,11.33,March 2022
2022-03-13,4404,69,9,82,1.57,13.04,1.19,Adwords,9.11,March 2022
2022-03-14,4471,65,9,178,1.45,13.85,2.74,Adwords,19.78,March 2022
2022-03-17,5660,50,7,170,0.88,14.0,3.4,Adwords,24.29,March 2022
2022-03-18,5445,74,3,183,1.36,4.05,2.47,Adwords,61.0,March 2022
2022-03-18,4034,56,9,167,1.39,16.07,2.98,Adwords,18.56,March 2022
2022-03-19,5444,33,8,167,0.61,24.24,5.06,Adwords,20.88,March 2022
2022-03-21,4512,65,6,114,1.44,9.23,1.75,Adwords,19.0,March 2022
2022-03-22,5477,54,8,77,0.99,14.81,1.43,Adwords,9.62,March 2022
2022-03-22,4220,31,8,111,0.73,25.81,3.58,Adwords,13.88,March 2022
2022-03-22,5715,41,5,132,0.72,12.2,3.22,Adwords,26.4,March 2022
2022-03-26,4231,87,7,184,2.06,8.05,2.11,Adwords,26.29,March 2022
2022-03-27,5672,47,3,142,0.83,6.38,3.02,Adwords,47.33,March 2022
2022-03-27,4877,60,8,72,1.23,13.33,1.2,Adwords,9.0,March 2022
2022-03-28,5014,69,7,192,1.38,10.14,2.78,Adwords,27.43,March 2022
2022-03-29,4260,38,8,104,0.89,21.05,2.74,Adwords,13.0,March 2022
2022-03-29,3723,68,5,191,1.83,7.35,2.81,Adwords,38.2,March 2022
2022-03-29,5577,37,4,190,0.66,10.81,5.14,Adwords,47.5,March 2022
2022-03-30,5234,39,3,58,0.75,7.69,1.49,Adwords,19.33,March 2022
2022-03-30,5449,40,9,178,0.73,22.5,4.45,Adwords,19.78,March 2022
2022-04-01,5286,42,5,196,0.79,11.9,4.67,Adwords,39.2,April 2022
2022-04-01,5388,54,5,137,1.0,9.26,2.54,Adwords,27.4,April 2022
2022-04-01,5645,46,5,193,0.81,10.87,4.2,Adwords,38.6,April 2022
2022-04-03,3918,59,7,106,1.51,11.86,1.8,Adwords,15.14,April 2022
2022-04-03,5211,49,9,139,0.94,18.37,2.84,Adwords,15.44,April 2022
2022-04-03,4554,42,7,72,0.92,16.67,1.71,Adwords,10.29,April 2022
2022-04-04,4066,77,8,89,1.89,10.39,1.16,Adwords,11.12,April 2022
2022-04-04,4657,67,3,154,1.44,4.48,2.3,Adwords,51.33,April 2022
2022-04-05,5343,64,5,164,1.2,7.81,2.56,Adwords,32.8,April 2022
2022-04-08,5313,56,7,85,1.05,12.5,1.52,Adwords,12.14,April 2022
2022-04-10,3909,47,3,123,1.2,6.38,2.62,Adwords,41.0,April 2022
2022-04-10,4830,62,3,170,1.28,4.84,2.74,Adwords,56.67,April 2022
2022-04-11,4215,81,6,98,1.92,7.41,1.21,Adwords,16.33,April 2022
2022-04-12,3966,46,8,128,1.16,17.39,2.78,Adwords,16.0,April 2022
2022-04-14,5167,88,6,152,1.7,6.82,1.73,Adwords,25.33,April 2022
2022-04-14,5030,49,4,84,0.97,8.16,1.71,Adwords,21.0,April 2022
2022-04-14,4898,32,9,81,0.65,28.12,2.53,Adwords,9.0,April 2022
2022-04-16,4043,49,3,103,1.21,6.12,2.1,Adwords,34.33,April 2022
2022-04-21,5154,51,3,197,0.99,5.88,3.86,Adwords,65.67,April 2022
2022-04-21,4873,83,4,126,1.7,4.82,1.52,Adwords,31.5,April 2022
2022-04-22,4745,68,7,92,1.43,10.29,1.35,Adwords,13.14,April 2022
2022-04-27,4857,78,7,131,1.61,8.97,1.68,Adwords,18.71,April 2022
2022-04-28,4813,43,8,150,0.89,18.6,3.49,Adwords,18.75,April 2022
2022-04-29,4955,64,7,96,1.29,10.94,1.5,Adwords,13.71,April 2022
2022-04-29,5636,35,9,182,0.62,25.71,5.2,Adwords,20.22,April 2022
2022-04-30,4750,33,3,62,0.69,9.09,1.88,Adwords,20.67,April 2022
2022-05-03,4518,32,9,186,0.71,28.12,5.81,Adwords,20.67,May 2022
2022-05-06,5217,44,7,195,0.84,15.91,4.43,Adwords,27.86,May 2022
2022-05-07,5750,45,9,82,0.78,20.0,1.82,Adwords,9.11,May 2022
2022-05-07,4117,84,9,99,2.04,10.71,1.18,Adwords,11.0,May 2022
2022-05-08,3998,46,5,153,1.15,10.87,3.33,Adwords,30.6,May 2022
2022-05-09,5468,71,8,78,1.3,11.27,1.1,Adwords,9.75,May 2022
2022-05-09,5405,58,8,147,1.07,13.79,2.53,Adwords,18.38,May 2022
2022-05-09,5578,86,4,122,1.54,4.65,1.42,Adwords,30.5,May 2022
2022-05-10,4349,75,6,118,1.72,8.0,1.57,Adwords,19.67,May 2022
2022-05-11,3841,54,9,166,1.41,16.67,3.07,Adwords,18.44,May 2022
2022-05-11,5600,63,8,82,1.12,12.7,1.3,Adwords,10.25,May 2022
2022-05-12,3752,48,8,56,1.28,16.67,1.17,Adwords,7.0,May 2022
2022-05-14,5354,84,4,173,1.57,4.76,2.06,Adwords,43.25,May 2022
2022-05-15,5591,79,9,161,1.41,11.39,2.04,Adwords,17.89,May 2022
2022-05-15,5714,63,6,92,1.1,9.52,1.46,Adwords,15.33,May 2022
2022-05-16,4876,72,3,107,1.48,4.17,1.49,Adwords,35.67,May 2022
2022-05-17,4605,52,7,64,1.13,13.46,1.23,Adwords,9.14,May 2022
2022-05-17,5067,65,4,145,1.28,6.15,2.23,Adwords,36.25,May 2022
2022-05-19,3875,87,5,57,2.25,5.75,0.66,Adwords,11.4,May 2022
2022-05-19,4168,31,8,186,0.74,25.81,6.0,Adwords,23.25,May 2022
2022-05-20,4866,83,4,129,1.71,4.82,1.55,Adwords,32.25,May 2022
2022-05-20,3960,67,3,162,1.69,4.48,2.42,Adwords,54.0,May 2022
2022-05-24,3889,34,8,119,0.87,23.53,3.5,Adwords,14.88,May 2022
2022-05-26,4494,38,9,82,0.85,23.68,2.16,Adwords,9.11,May 2022
2022-05-27,5326,58,6,186,1.09,10.34,3.21,Adwords,31.0,May 2022
2022-05-29,4064,58,6,174,1.43,10.34,3.0,Adwords,29.0,May 2022
2022-05-30,4346,78,4,120,1.79,5.13,1.54,Adwords,30.0,May 2022
2022-05-30,4445,48,9,161,1.08,18.75,3.35,Adwords,17.89,May 2022
2022-05-31,4023,67,4,136,1.67,5.97,2.03,Adwords,34.0,May 2022
2022-05-31,5078,42,8,113,0.83,19.05,2.69,Adwords,14.12,May 2022
2022-06-01,5282,74,7,190,1.4,9.46,2.57,Adwords,27.14,June 2022
2022-06-02,5621,56,7,51,1.0,12.5,0.91,Adwords,7.29,June 2022
2022-06-03,5376,49,6,176,0.91,12.24,3.59,Adwords,29.33,June 2022
2022-06-03,3740,60,8,83,1.6,13.33,1.38,Adwords,10.38,June 2022
2022-06-04,5070,39,9,182,0.77,23.08,4.67,Adwords,20.22,June 2022
2022-06-05,5098,47,9,170,0.92,19.15,3.62,Adwords,18.89,June 2022
2022-06-05,5281,57,5,152,1.08,8.77,2.67,Adwords,30.4,June 2022
2022-06-07,3816,76,3,160,1.99,3.95,2.11,Adwords,53.33,June 2022
2022-06-09,4021,48,4,124,1.19,8.33,2.58,Adwords,31.0,June 2022
2022-06-11,3791,70,9,141,1.85,12.86,2.01,Adwords,15.67,June 2022
2022-06-11,5280,37,8,78,0.7,21.62,2.11,Adwords,9.75,June 2022
2022-06-12,3907,57,8,168,1.46,14.04,2.95,Adwords,21.0,June 2022
2022-06-12,5559,80,8,116,1.44,10.0,1.45,Adwords,14.5,June 2022
2022-06-14,3780,39,6,150,1.03,15.38,3.85,Adwords,25.0,June 2022
2022-06-15,4657,66,8,171,1.42,12.12,2.59,Adwords,21.38,June 2022
2022-06-15,5218,44,4,140,0.84,9.09,3.18,Adwords,35.0,June 2022
2022-06-16,4736,48,6,149,1.01,12.5,3.1,Adwords,24.83,June 2022
2022-06-17,4958,40,3,99,0.81,7.5,2.48,Adwords,33.0,June 2022
2022-06-18,5412,77,4,66,1.42,5.19,0.86,Adwords,16.5,June 2022
2022-06-18,5380,69,8,79,1.28,11.59,1.14,Adwords,9.88,June 2022
2022-06-20,5115,60,6,100,1.17,10.0,1.67,Adwords,16.67,June 2022
2022-06-21,3965,46,4,155,1.16,8.7,3.37,Adwords,38.75,June 2022
2022-06-23,5282,53,6,118,1.0,11.32,2.23,Adwords,19.67,June 2022
2022-06-23,5664,42,3,121,0.74,7.14,2.88,Adwords,40.33,June 2022
2022-06-24,3901,46,9,170,1.18,19.57,3.7,Adwords,18.89,June 2022
2022-06-24,4332,66,3,77,1.52,4.55,1.17,Adwords,25.67,June 2022
2022-06-28,5450,77,5,146,1.41,6.49,1.9,Adwords,29.2,June 2022
2022-06-28,5549,88,8,177,1.59,9.09,2.01,Adwords,22.12,June 2022
2022-06-28,4837,85,4,164,1.76,4.71,1.93,Adwords,41.0,June 2022
2022-06-30,4057,61,9,173,1.5,14.75,2.84,Adwords,19.22,June 2022
2022-07-04,3754,78,9,138,2.08,11.54,1.77,Adwords,15.33,July 2022
2022-07-04,3786,85,9,74,2.25,10.59,0.87,Adwords,8.22,July 2022
2022-07-04,4726,79,5,113,1.67,6.33,1.43,Adwords,22.6,July 2022
2022-07-05,5351,89,7,70,1.66,7.87,0.79,Adwords,10.0,July 2022
2022-07-05,4819,80,9,152,1.66,11.25,1.9,Adwords,16.89,July 2022
2022-07-05,3903,49,5,192,1.26,10.2,3.92,Adwords,38.4,July 2022
2022-07-06,4364,62,5,151,1.42,8.06,2.44,Adwords,30.2,July 2022
2022-07-09,4679,62,6,87,1.33,9.68,1.4,Adwords,14.5,July 2022
2022-07-09,4894,31,7,97,0.63,22.58,3.13,Adwords,13.86,July 2022
2022-07-09,4009,65,3,132,1.62,4.62,2.03,Adwords,44.0,July 2022
2022-07-09,3955,49,3,166,1.24,6.12,3.39,Adwords,55.33,July 2022
2022-07-11,5127,75,7,64,1.46,9.33,0.85,Adwords,9.14,July 2022
2022-07-12,5363,49,3,78,0.91,6.12,1.59,Adwords,26.0,July 2022
2022-07-14,4884,39,4,96,0.8,10.26,2.46,Adwords,24.0,July 2022
2022-07-16,4380,58,5,149,1.32,8.62,2.57,Adwords,29.8,July 2022
2022-07-16,4933,57,3,115,1.16,5.26,2.02,Adwords,38.33,July 2022
2022-07-19,3934,51,6,130,1.3,11.76,2.55,Adwords,21.67,July 2022
2022-07-20,4948,79,6,196,1.6,7.59,2.48,Adwords,32.67,July 2022
2022-07-21,3726,87,8,180,2.33,9.2,2.07,Adwords,22.5,July 2022
2022-07-21,4626,56,5,104,1.21,8.93,1.86,Adwords,20.8,July 2022
2022-07-22,4957,76,7,184,1.53,9.21,2.42,Adwords,26.29,July 2022
2022-07-22,3784,47,8,157,1.24,17.02,3.34,Adwords,19.62,July 2022
2022-07-25,4777,72,4,115,1.51,5.56,1.6,Adwords,28.75,July 2022
2022-07-25,4649,36,3,165,0.77,8.33,4.58,Adwords,55.0,July 2022
2022-07-26,5000,53,7,182,1.06,13.21,3.43,Adwords,26.0,July 2022
2022-07-26,4060,50,7,105,1.23,14.0,2.1,Adwords,15.0,July 2022
2022-07-28,5711,52,8,68,0.91,15.38,1.31,Adwords,8.5,July 2022
2022-07-30,4366,34,6,141,0.78,17.65,4.15,Adwords,23.5,July 2022
2022-07-30,5420,32,5,62,0.59,15.62,1.94,Adwords,12.4,July 2022
2022-07-30,5463,78,7,105,1.43,8.97,1.35,Adwords,15.0,July 2022
2022-08-03,4280,84,8,125,1.96,9.52,1.49,Adwords,15.62,August 2022
2022-08-04,3883,40,7,198,1.03,17.5,4.95,Adwords,28.29,August 2022
2022-08-07,4010,68,5,112,1.7,7.35,1.65,Adwords,22.4,August 2022
2022-08-09,5125,69,8,50,1.35,11.59,0.72,Adwords,6.25,August 2022
2022-08-09,3905,69,8,55,1.77,11.59,0.8,Adwords,6.88,August 2022
2022-08-12,5063,87,8,103,1.72,9.2,1.18,Adwords,12.88,August 2022
2022-08-14,5337,51,6,144,0.96,11.76,2.82,Adwords,24.0,August 2022
2022-08-16,5563,48,3,152,0.86,6.25,3.17,Adwords,50.67,August 2022
2022-08-17,4149,89,6,98,2.15,6.74,1.1,Adwords,16.33,August 2022
2022-08-18,4485,87,4,138,1.94,4.6,1.59,Adwords,34.5,August 2022
2022-08-18,4649,81,8,193,1.74,9.88,2.38,Adwords,24.12,August 2022
2022-08-19,3876,73,3,144,1.88,4.11,1.97,Adwords,48.0,August 2022
2022-08-19,4578,89,3,175,1.94,3.37,1.97,Adwords,58.33,August 2022
2022-08-20,4936,63,7,115,1.28,11.11,1.83,Adwords,16.43,August 2022
2022-08-21,5337,45,7,79,0.84,15.56,1.76,Adwords,11.29,August 2022
2022-08-23,3850,50,4,150,1.3,8.0,3.0,Adwords,37.5,August 2022
2022-08-23,5589,31,4,86,0.55,12.9,2.77,Adwords,21.5,August 2022
2022-08-24,5374,62,5,106,1.15,8.06,1.71,Adwords,21.2,August 2022
2022-08-28,5265,64,6,80,1.22,9.38,1.25,Adwords,13.33,August 2022
2022-08-30,3783,84,9,114,2.22,10.71,1.36,Adwords,12.67,August 2022
2022-09-02,4099,32,4,89,0.78,12.5,2.78,Adwords,22.25,September 2022
2022-09-04,4306,80,9,131,1.86,11.25,1.64,Adwords,14.56,September 2022
2022-09-08,5526,70,4,178,1.27,5.71,2.54,Adwords,44.5,September 2022
2022-09-08,5745,58,3,171,1.01,5.17,2.95,Adwords,57.0,September 2022
2022-09-09,4630,37,8,182,0.8,21.62,4.92,Adwords,22.75,September 2022
2022-09-10,5015,79,6,53,1.58,7.59,0.67,Adwords,8.83,September 2022
2022-09-11,4276,77,4,99,1.8,5.19,1.29,Adwords,24.75,September 2022
2022-09-12,4844,73,5,132,1.51,6.85,1.81,Adwords,26.4,September 2022
2022-09-13,5267,81,9,119,1.54,11.11,1.47,Adwords,13.22,September 2022
2022-09-13,5253,55,4,146,1.05,7.27,2.65,Adwords,36.5,September 2022
2022-09-13,4557,44,8,197,0.97,18.18,4.48,Adwords,24.62,September 2022
2022-09-14,4864,35,3,96,0.72,8.57,2.74,Adwords,32.0,September 2022
2022-09-17,4561,50,5,89,1.1,10.0,1.78,Adwords,17.8,September 2022
2022-09-17,4824,66,6,180,1.37,9.09,2.73,Adwords,30.0,September 2022
2022-09-17,5014,59,9,193,1.18,15.25,3.27,Adwords,21.44,September 2022
2022-09-19,5573,36,8,149,0.65,22.22,4.14,Adwords,18.62,September 2022
2022-09-20,3842,44,5,97,1.15,11.36,2.2,Adwords,19.4,September 2022
2022-09-20,3988,57,3,168,1.43,5.26,2.95,Adwords,56.0,September 2022
2022-09-21,4493,82,4,174,1.83,4.88,2.12,Adwords,43.5,September 2022
2022-09-21,5362,49,6,107,0.91,12.24,2.18,Adwords,17.83,September 2022
2022-09-21,5565,45,4,72,0.81,8.89,1.6,Adwords,18.0,September 2022
2022-09-24,5173,53,3,162,1.02,5.66,3.06,Adwords,54.0,September 2022
2022-09-24,5039,71,5,187,1.41,7.04,2.63,Adwords,37.4,September 2022
2022-09-27,4343,60,6,145,1.38,10.0,2.42,Adwords,24.17,September 2022
2022-09-28,5201,75,3,62,1.44,4.0,0.83,Adwords,20.67,September 2022
2022-09-28,5430,49,6,96,0.9,12.24,1.96,Adwords,16.0,September 2022
2022-09-28,5050,38,7,116,0.75,18.42,3.05,Adwords,16.57,September 2022
2022-10-01,4271,49,8,164,1.15,16.33,3.35,Adwords,20.5,October 2022
2022-10-03,5148,38,5,174,0.74,13.16,4.58,Adwords,34.8,October 2022
2022-10-05,5691,34,7,117,0.6,20.59,3.44,Adwords,16.71,October 2022
2022-10-06,3820,53,3,87,1.39,5.66,1.64,Adwords,29.0,October 2022
2022-10-07,4630,60,4,70,1.3,6.67,1.17,Adwords,17.5,October 2022
2022-10-08,4923,77,8,104,1.56,10.39,1.35,Adwords,13.0,October 2022
2022-10-08,3798,52,4,52,1.37,7.69,1.0,Adwords,13.0,October 2022
2022-10-09,5300,87,5,54,1.64,5.75,0.62,Adwords,10.8,October 2022
2022-10-09,4331,49,8,145,1.13,16.33,2.96,Adwords,18.12,October 2022
2022-10-10,5413,80,3,51,1.48,3.75,0.64,Adwords,17.0,October 2022
2022-10-11,4174,34,7,64,0.81,20.59,1.88,Adwords,9.14,October 2022
2022-10-11,4661,40,6,87,0.86,15.0,2.17,Adwords,14.5,October 2022
2022-10-12,5552,52,8,178,0.94,15.38,3.42,Adwords,22.25,October 2022
2022-10-12,4111,39,8,112,0.95,20.51,2.87,Adwords,14.0,October 2022
2022-10-13,3830,47,5,147,1.23,10.64,3.13,Adwords,29.4,October 2022
2022-10-14,4465,78,3,190,1.75,3.85,2.44,Adwords,63.33,October 2022
2022-10-14,4540,80,6,70,1.76,7.5,0.88,Adwords,11.67,October 2022
2022-10-16,5610,56,4,50,1.0,7.14,0.89,Adwords,12.5,October 2022
2022-10-19,5741,60,4,192,1.05,6.67,3.2,Adwords,48.0,October 2022
2022-10-20,5445,49,8,121,0.9,16.33,2.47,Adwords,15.12,October 2022
2022-10-22,5671,57,9,158,1.01,15.79,2.77,Adwords,17.56,October 2022
2022-10-24,4326,86,8,74,1.99,9.3,0.86,Adwords,9.25,October 2022
2022-10-26,4193,56,5,66,1.34,8.93,1.18,Adwords,13.2,October 2022
2022-10-28,4485,82,8,184,1.83,9.76,2.24,Adwords,23.0,October 2022
2022-10-28,3943,87,7,180,2.21,8.05,2.07,Adwords,25.71,October 2022
2022-10-29,4077,44,7,111,1.08,15.91,2.52,Adwords,15.86,October 2022
2022-10-31,5534,59,3,154,1.07,5.08,2.61,Adwords,51.33,October 2022
2022-11-01,4323,73,4,176,1.69,5.48,2.41,Adwords,44.0,November 2022
2022-11-04,4276,63,9,152,1.47,14.29,2.41,Adwords,16.89,November 2022
2022-11-10,4779,59,6,61,1.23,10.17,1.03,Adwords,10.17,November 2022
2022-11-10,4522,78,5,139,1.72,6.41,1.78,Adwords,27.8,November 2022
2022-11-11,5525,68,9,192,1.23,13.24,2.82,Adwords,21.33,November 2022
2022-11-12,5396,37,9,159,0.69,24.32,4.3,Adwords,17.67,November 2022
2022-11-13,5144,79,4,190,1.54,5.06,2.41,Adwords,47.5,November 2022
2022-11-14,4269,80,3,115,1.87,3.75,1.44,Adwords,38.33,November 2022
2022-11-15,5217,42,8,99,0.81,19.05,2.36,Adwords,12.38,November 2022
2022-11-15,3722,47,3,125,1.26,6.38,2.66,Adwords,41.67,November 2022
2022-11-19,5696,51,7,67,0.9,13.73,1.31,Adwords,9.57,November 2022
2022-11-23,5000,49,3,109,0.98,6.12,2.22,Adwords,36.33,November 2022
2022-11-24,4686,72,5,120,1.54,6.94,1.67,Adwords,24.0,November 2022
2022-11-26,3879,43,9,120,1.11,20.93,2.79,Adwords,13.33,November 2022
2022-11-30,3871,54,3,177,1.39,5.56,3.28,Adwords,59.0,November 2022
2022-12-01,5118,62,3,120,1.21,4.84,1.94,Adwords,40.0,December 2022
2022-12-02,5470,38,8,95,0.69,21.05,2.5,Adwords,11.88,December 2022
2022-12-03,5401,31,5,90,0.57,16.13,2.9,Adwords,18.0,December 2022
2022-12-03,5399,69,8,156,1.28,11.59,2.26,Adwords,19.5,December 2022
2022-12-04,4227,51,7,82,1.21,13.73,1.61,Adwords,11.71,December 2022
2022-12-04,4609,60,7,107,1.3,11.67,1.78,Adwords,15.29,December 2022
2022-12-05,4286,47,4,113,1.1,8.51,2.4,Adwords,28.25,December 2022
2022-12-06,5706,42,9,127,0.74,21.43,3.02,Adwords,14.11,December 2022
2022-12-07,4736,53,9,145,1.12,16.98,2.74,Adwords,16.11,December 2022
2022-12-08,3940,75,8,161,1.9,10.67,2.15,Adwords,20.12,December 2022
2022-12-11,4118,38,9,156,0.92,23.68,4.11,Adwords,17.33,December 2022
2022-12-12,4379,66,3,139,1.51,4.55,2.11,Adwords,46.33,December 2022
2022-12-12,4620,88,8,196,1.9,9.09,2.23,Adwords,24.5,December 2022
2022-12-13,4393,88,9,105,2.0,10.23,1.19,Adwords,11.67,December 2022
2022-12-14,4288,55,4,170,1.28,7.27,3.09,Adwords,42.5,December 2022
2022-12-15,5646,55,9,73,0.97,16.36,1.33,Adwords,8.11,December 2022
2022-12-15,5072,87,8,163,1.72,9.2,1.87,Adwords,20.38,December 2022
2022-12-15,4800,89,9,158,1.85,10.11,1.78,Adwords,17.56,December 2022
2022-12-17,3798,62,7,124,1.63,11.29,2.0,Adwords,17.71,December 2022
2022-12-18,4567,53,3,169,1.16,5.66,3.19,Adwords,56.33,December 2022
2022-12-18,3898,72,9,166,1.85,12.5,2.31,Adwords,18.44,December 2022
2022-12-20,3818,49,9,98,1.28,18.37,2.0,Adwords,10.89,December 2022
2022-12-25,5630,68,3,115,1.21,4.41,1.69,Adwords,38.33,December 2022
2022-12-27,4371,37,3,187,0.85,8.11,5.05,Adwords,62.33,December 2022
2022-12-28,5027,69,6,55,1.37,8.7,0.8,Adwords,9.17,December 2022
2022-12-29,4500,76,5,65,1.69,6.58,0.86,Adwords,13.0,December 2022
2022-12-29,4426,48,6,141,1.08,12.5,2.94,Adwords,23.5,December 2022
2022-12-30,5182,84,8,123,1.62,9.52,1.46,Adwords,15.38,December 2022
2022-12-31,5221,54,3,128,1.03,5.56,2.37,Adwords,42.67,December 2022
2023-01-02,4095,44,7,200,1.07,15.91,4.55,Adwords,28.57,January 2023
2023-01-03,5313,35,5,130,0.66,14.29,3.71,Adwords,26.0,January 2023
2023-01-04,5191,40,7,106,0.77,17.5,2.65,Adwords,15.14,January 2023
2023-01-05,5094,34,7,57,0.67,20.59,1.68,Adwords,8.14,January 2023
2023-01-06,4390,89,6,164,2.03,6.74,1.84,Adwords,27.33,January 2023
2023-01-08,4705,84,3,94,1.79,3.57,1.12,Adwords,31.33,January 2023
2023-01-08,5742,45,8,86,0.78,17.78,1.91,Adwords,10.75,January 2023
2023-01-08,4812,89,6,114,1.85,6.74,1.28,Adwords,19.0,January 2023
2023-01-09,5614,50,7,67,0.89,14.0,1.34,Adwords,9.57,January 2023
2023-01-11,4416,57,3,79,1.29,5.26,1.39,Adwords,26.33,January 2023
